Date,Price,Open,High,Low,Vol.,Change %
18-04-2019,463.2,463.9,466,456.7,3.57M,0.14%
22-04-2019,454.5,464,465.05,452.4,1.83M,-1.88%
23-04-2019,468.55,453,472.4,453,5.29M,3.09%
24-04-2019,469.35,469.1,470,462.5,2.82M,0.17%
25-04-2019,461,465.25,474.6,459.5,5.24M,-1.78%
26-04-2019,464.1,464,469.4,462.6,2.90M,0.67%
30-04-2019,457.65,464,464,446,6.59M,-1.39%
02-05-2019,452.2,456.95,461.7,450.5,3.73M,-1.19%
03-05-2019,453.25,455,456.2,448.85,2.59M,0.23%
06-05-2019,453.15,448,455.9,446.45,3.10M,-0.02%
07-05-2019,448.2,456,456,446.45,4.19M,-1.09%
08-05-2019,439.15,447.75,449.85,433.45,4.89M,-2.02%
09-05-2019,439.35,436,442.7,431.55,3.55M,0.05%
10-05-2019,437.75,437,442.65,434.45,3.48M,-0.36%
13-05-2019,398.1,437.75,437.75,344.55,24.08M,-9.06%
14-05-2019,419.45,406.05,424.5,403.25,18.80M,5.36%
15-05-2019,409.75,420,424.5,407.1,7.58M,-2.31%
16-05-2019,412.4,411.5,419.6,379.05,25.16M,0.65%
17-05-2019,409.1,409.05,416,401.7,7.75M,-0.80%
20-05-2019,413.5,420,429,410.2,3.81M,1.08%
21-05-2019,408.85,414.2,423.75,405.65,6.23M,-1.12%
22-05-2019,421.2,409,423.55,408,7.28M,3.02%
23-05-2019,412.95,425,427,410.2,5.91M,-1.96%
24-05-2019,415.75,416.7,418,411.65,3.01M,0.68%
27-05-2019,414.85,416.95,421.5,411.55,3.89M,-0.22%
28-05-2019,412.75,417,420.5,410.2,7.99M,-0.51%
29-05-2019,423.8,418.05,427.8,403.55,28.09M,2.68%
30-05-2019,412.75,421.25,422.7,411.2,9.08M,-2.61%
31-05-2019,409.85,414.8,417.1,406.05,5.64M,-0.70%
03-06-2019,416.8,411,418.6,407.5,4.61M,1.70%
04-06-2019,411.15,414.8,417.9,409.1,3.28M,-1.36%
06-06-2019,404.15,411.25,413.5,402.6,3.48M,-1.70%
07-06-2019,399.25,405,406.9,395.1,4.67M,-1.21%
10-06-2019,402.05,402,405.8,394.05,4.97M,0.70%
11-06-2019,389.95,396,397.8,384,13.83M,-3.01%
12-06-2019,391.4,391,397,385.25,7.74M,0.37%
13-06-2019,389.75,391,393.75,385.4,4.09M,-0.42%
14-06-2019,392.55,390,394.85,376.55,9.79M,0.72%
17-06-2019,382.9,391.7,394.5,379.85,6.56M,-2.46%
18-06-2019,378.45,381.4,385.6,374.3,3.76M,-1.16%
19-06-2019,375.2,380,382.1,368.15,7.20M,-0.86%
20-06-2019,390.5,368,392.2,368,8.11M,4.08%
21-06-2019,382.8,388.9,391.7,381.05,5.39M,-1.97%
24-06-2019,383.45,381.8,385.4,377.5,3.70M,0.17%
25-06-2019,385.75,382.5,387.5,377.55,4.48M,0.60%
26-06-2019,399.45,385,403.55,384.65,9.57M,3.55%
27-06-2019,402.8,399.05,405.4,394.75,7.65M,0.84%
28-06-2019,400.95,404.9,409.8,398.15,7.28M,-0.46%
01-07-2019,405.35,402,406.5,401.5,2.25M,1.10%
02-07-2019,395.55,404.85,407,391.15,5.54M,-2.42%
03-07-2019,395.7,397.4,399.15,393.1,2.68M,0.04%
04-07-2019,392.1,396.7,398.05,391.2,3.31M,-0.91%
05-07-2019,375.25,393.5,394.4,373.4,5.45M,-4.30%
08-07-2019,366.8,375,380.9,365.4,7.36M,-2.25%
09-07-2019,386.4,367,395,367,15.43M,5.34%
10-07-2019,392.2,386,397.35,380.6,10.20M,1.50%
11-07-2019,398.15,394.9,400.35,390.3,7.76M,1.52%
12-07-2019,407.7,400.5,411.5,397.35,13.55M,2.40%
15-07-2019,422.95,416.25,427.7,413.65,18.27M,3.74%
16-07-2019,433.3,420.8,435,418.65,8.63M,2.45%
17-07-2019,430.05,433,436.3,428.1,6.50M,-0.75%
18-07-2019,426.2,430.05,432.9,424.65,4.71M,-0.90%
19-07-2019,421.35,427,429.4,416.05,5.10M,-1.14%
22-07-2019,430.25,419.1,443.3,419,10.42M,2.11%
23-07-2019,430.25,431,435.5,427.1,6.70M,0.00%
24-07-2019,425.55,430,432.45,421.7,5.32M,-1.09%
25-07-2019,437.15,425.8,439.7,425.55,11.41M,2.73%
26-07-2019,439.95,437,442.2,433.1,5.09M,0.64%
29-07-2019,431.05,440,441.7,429.2,4.45M,-2.02%
30-07-2019,410.35,430,441.3,405,9.46M,-4.80%
31-07-2019,426.75,410,428.8,409,7.75M,4.00%
01-08-2019,425.1,424.8,427.75,418,3.64M,-0.39%
02-08-2019,420.65,422.9,426.5,417.35,3.49M,-1.05%
05-08-2019,417.15,417.65,423.75,411.05,4.78M,-0.83%
06-08-2019,418.2,416,422.45,414.5,3.20M,0.25%
07-08-2019,421.05,421,429,418.1,5.43M,0.68%
08-08-2019,426.45,424,428.2,418.15,3.16M,1.28%
09-08-2019,422,428,430.35,418.45,3.43M,-1.04%
13-08-2019,439.25,421.5,444.5,420.75,13.21M,4.09%
14-08-2019,417.15,440,441,408.05,16.17M,-5.03%
16-08-2019,414.7,419.4,421.4,410,6.54M,-0.59%
19-08-2019,426,424.75,434.2,421,11.58M,2.72%
20-08-2019,420.9,426,426.5,417.3,5.15M,-1.20%
21-08-2019,417,421,425.85,413.6,5.12M,-0.93%
22-08-2019,414.55,416.7,420.75,408.5,5.30M,-0.59%
23-08-2019,427.8,415,429.95,408.9,5.48M,3.20%
26-08-2019,419.35,428,429.8,415.1,6.26M,-1.98%
27-08-2019,416.75,424.05,425.45,415.1,6.74M,-0.62%
28-08-2019,413.1,416.9,421.7,411.5,3.44M,-0.88%
29-08-2019,434.65,428,438.6,421.1,19.97M,5.22%
30-08-2019,450.4,432.95,453.4,429.75,12.31M,3.62%
03-09-2019,439.35,450,456,434.3,9.40M,-2.45%
04-09-2019,426.45,424.55,429.45,401.3,33.95M,-2.94%
05-09-2019,431.8,428,433.95,423.35,8.79M,1.25%
06-09-2019,425.1,416.7,427.2,414.45,12.51M,-1.55%
09-09-2019,428.8,426,432.5,426,5.49M,0.87%
11-09-2019,422.2,432,435,421.25,7.74M,-1.54%
12-09-2019,427.8,424.75,439.8,419.45,9.90M,1.33%
13-09-2019,422.85,430.45,432.85,421.1,6.85M,-1.16%
16-09-2019,426.8,421,429.5,419.95,5.24M,0.93%
17-09-2019,420.65,426.7,427.55,419.15,3.37M,-1.44%
18-09-2019,416.8,423.9,424.6,414.25,3.73M,-0.92%
19-09-2019,411.15,416.8,418.9,408.2,4.24M,-1.36%
20-09-2019,413.7,413.9,420.8,408,11.79M,0.62%
23-09-2019,409.45,418,424.3,405.4,7.34M,-1.03%
24-09-2019,409.65,408,419.7,406.35,5.86M,0.05%
25-09-2019,406.75,409.6,412.7,401.75,5.03M,-0.71%
26-09-2019,411.95,406.75,413,405.3,5.31M,1.28%
27-09-2019,401.7,412,412.5,400.25,3.84M,-2.49%
30-09-2019,389.45,402.9,403,386.55,6.67M,-3.05%
01-10-2019,386.55,388.5,396.4,380.1,4.31M,-0.74%
03-10-2019,388.15,382,391.45,377.65,5.22M,0.41%
04-10-2019,386.05,389,394,384.2,4.02M,-0.54%
07-10-2019,379.9,386.05,387.65,372.6,5.15M,-1.59%
09-10-2019,383.95,378,387.75,374.2,4.99M,1.07%
10-10-2019,387.05,385,389.8,378.7,4.58M,0.81%
11-10-2019,386.3,387.4,389.35,381.5,4.27M,-0.19%
14-10-2019,394.65,387,399,387,4.37M,2.16%
15-10-2019,396.8,397.2,400,392.25,2.89M,0.54%
16-10-2019,399.7,398.05,402.2,394.25,5.50M,0.73%
17-10-2019,401.5,401.6,402.55,396.8,2.93M,0.45%
18-10-2019,401.65,401,406.5,397.5,4.65M,0.04%
22-10-2019,405.45,402,408,400.95,2.94M,0.95%
23-10-2019,405.2,405.6,411.35,403,3.37M,-0.06%
24-10-2019,405.95,405,407.75,398.7,3.02M,0.19%
25-10-2019,417.5,405,419.5,401.05,4.85M,2.85%
27-10-2019,417.75,417.75,417.75,417.75,,0.06%
29-10-2019,421.95,417.7,425.5,414,3.86M,1.01%
30-10-2019,429.65,426.95,432.55,418.1,3.51M,1.82%
31-10-2019,433.4,429.6,440.55,428.8,6.71M,0.87%
01-11-2019,437.55,434.65,440.9,433.1,3.55M,0.96%
04-11-2019,437.95,439.95,442.4,433.65,4.65M,0.09%
05-11-2019,429.9,435.5,439.8,424.05,6.72M,-1.84%
06-11-2019,427.9,432.4,452.9,422.1,15.92M,-0.47%
07-11-2019,440.6,431.7,444,423.4,14.29M,2.97%
08-11-2019,422.1,442,442.5,420.85,11.90M,-4.20%
11-11-2019,421.45,415,423.3,407.1,10.25M,-0.15%
13-11-2019,412,420,426.9,410,6.03M,-2.24%
14-11-2019,410.2,413.2,417.35,407.55,4.75M,-0.44%
15-11-2019,415.05,412.75,418.9,410.15,5.42M,1.18%
18-11-2019,424.55,418,430,417.05,7.71M,2.29%
19-11-2019,425.9,425,429.9,421.6,4.16M,0.32%
20-11-2019,450,427.2,460.6,423.85,23.11M,5.66%
21-11-2019,447.15,450,454.45,443.6,7.48M,-0.63%
22-11-2019,452.1,450,461.9,445.1,12.11M,1.11%
25-11-2019,458.95,453,463.9,450,8.25M,1.52%
26-11-2019,450.75,463.8,467.4,446.5,11.28M,-1.79%
27-11-2019,458.75,449.95,461,447.55,6.48M,1.77%
28-11-2019,457.35,456.2,462.4,455.15,4.01M,-0.31%
29-11-2019,449.85,458.4,460.55,447.45,3.20M,-1.64%
02-12-2019,440,449,449.6,437,4.93M,-2.19%
03-12-2019,433.6,441.4,442.2,430.5,3.60M,-1.45%
04-12-2019,443.7,433.5,444.7,431.7,4.32M,2.33%
05-12-2019,436.7,440,441.95,433.25,4.10M,-1.58%
06-12-2019,428.6,440.3,444.2,427,5.81M,-1.85%
09-12-2019,427,431.85,434.6,423.6,4.96M,-0.37%
10-12-2019,427.65,429.6,435.75,425.3,5.58M,0.15%
11-12-2019,429.8,429.1,431.9,425.15,3.32M,0.50%
12-12-2019,434.15,430.9,437.9,430.25,2.79M,1.01%
13-12-2019,439.25,437.6,441.9,425.6,5.39M,1.17%
16-12-2019,435.15,431.25,437.2,426.4,8.29M,-0.93%
17-12-2019,429.05,434,437.5,426.25,6.41M,-1.40%
18-12-2019,439.75,430,441.4,427.3,5.34M,2.49%
19-12-2019,433.6,439.8,440.6,427.5,6.47M,-1.40%
20-12-2019,430.3,429.15,436.7,428.05,7.16M,-0.76%
23-12-2019,428.4,427.1,432,426.6,4.53M,-0.44%
24-12-2019,429.8,428,432.45,425.4,4.21M,0.33%
26-12-2019,422.15,430.9,431.4,420.65,5.30M,-1.78%
27-12-2019,426,422,427.15,421.4,3.41M,0.91%
30-12-2019,430.15,428.95,433.5,426.7,4.76M,0.97%
31-12-2019,432.55,430.1,435.4,428.7,2.96M,0.56%
01-01-2020,434.3,432.95,436.45,431.25,2.32M,0.40%
02-01-2020,434.95,434,442.6,432,4.56M,0.15%
03-01-2020,444.6,434.65,450.4,433.05,9.46M,2.22%
06-01-2020,439.95,440.9,444.7,435.1,4.79M,-1.05%
07-01-2020,446.4,441.4,448,437.55,4.50M,1.47%
08-01-2020,440.1,442.95,446.5,439,3.88M,-1.41%
09-01-2020,439.85,442.7,444.85,439,3.93M,-0.06%
10-01-2020,443.6,440.1,449,440,4.33M,0.85%
13-01-2020,444.6,447,453.65,442.55,4.82M,0.23%
14-01-2020,446,447,449.5,444.4,2.71M,0.31%
15-01-2020,449.05,447.6,450.7,443.65,3.05M,0.68%
16-01-2020,449.05,452.25,456.35,447.4,4.42M,0.00%
17-01-2020,454.6,448.2,456.25,446,3.22M,1.24%
20-01-2020,449.45,454.2,456.2,446.15,2.82M,-1.13%
21-01-2020,447.4,448,451.75,446,2.57M,-0.46%
22-01-2020,446.3,448.4,453.85,445.35,3.41M,-0.25%
23-01-2020,449.85,447.2,452.2,445,1.88M,0.80%
24-01-2020,447.8,450,452.85,446.8,2.15M,-0.46%
27-01-2020,448.4,447,451.75,442.2,3.53M,0.13%
28-01-2020,452.9,448.25,462.5,448.05,9.49M,1.00%
29-01-2020,450.1,454.85,456.75,449.45,3.10M,-0.62%
30-01-2020,442.1,451.5,453.75,440.3,3.49M,-1.78%
31-01-2020,434.3,442.6,445.4,432.65,3.76M,-1.76%
01-02-2020,422.8,432.7,437.35,419.75,2.22M,-2.65%
03-02-2020,417.55,423.8,428.9,414,4.03M,-1.24%
04-02-2020,425.65,416.95,426.9,412.85,4.85M,1.94%
05-02-2020,426.25,429.5,431.4,421.9,3.83M,0.14%
06-02-2020,430.65,428.2,438,424,7.75M,1.03%
07-02-2020,430.8,432,441.75,423.2,7.40M,0.03%
10-02-2020,420.3,428.55,432.75,418.3,3.64M,-2.44%
11-02-2020,418.55,422,424.7,416.8,4.68M,-0.42%
12-02-2020,414.6,418.8,421.3,414,4.44M,-0.94%
13-02-2020,418.95,414.6,420.1,412,3.92M,1.05%
14-02-2020,418.55,420,424.75,416.5,2.86M,-0.10%
17-02-2020,408.4,416.2,418.5,407.3,2.63M,-2.43%
18-02-2020,408.65,407,410.85,399.05,4.19M,0.06%
19-02-2020,403.55,410.4,414.2,400.6,5.91M,-1.25%
20-02-2020,404.95,403.85,411.5,403.55,4.00M,0.35%
24-02-2020,397.85,406.5,414.65,395.8,12.67M,-1.75%
25-02-2020,388.9,402.4,402.4,385.3,10.05M,-2.25%
26-02-2020,374.7,385.1,386.95,372.5,12.15M,-3.65%
27-02-2020,388.5,375,390.7,369.45,15.16M,3.68%
28-02-2020,372.9,379.65,385.6,371.1,8.44M,-4.02%
02-03-2020,369.5,378,383.65,363.35,6.92M,-0.91%
03-03-2020,393.55,374,396.4,373.25,14.47M,6.51%
04-03-2020,405.45,398,412.9,387.35,26.37M,3.02%
05-03-2020,404.9,409.95,414.8,401.75,9.87M,-0.14%
06-03-2020,400.9,390.05,403.2,390.05,6.50M,-0.99%
09-03-2020,393.35,396.05,403.9,385.55,13.15M,-1.88%
11-03-2020,385.95,394.4,395.25,380.05,9.13M,-1.88%
12-03-2020,354.8,365.5,372.7,346.4,11.66M,-8.07%
13-03-2020,384.2,341,402.95,325,15.80M,8.29%
16-03-2020,368.55,376,396.4,362.8,14.48M,-4.07%
17-03-2020,370.15,376,395.6,364.2,12.90M,0.43%
18-03-2020,362.75,383.4,386.4,355.1,12.34M,-2.00%
19-03-2020,360.4,351.7,374.45,347.65,8.73M,-0.65%
20-03-2020,365.25,365.2,379.5,362.2,10.63M,1.35%
23-03-2020,324.5,345,354.7,315.05,8.02M,-11.16%
24-03-2020,335.15,330,348,330,6.41M,3.28%
25-03-2020,347.65,332,350.8,329.55,6.17M,3.73%
26-03-2020,338.3,365,368,336.1,11.67M,-2.69%
27-03-2020,338.25,347,352.5,333,7.75M,-0.01%
30-03-2020,332.7,321.65,344,312,11.65M,-1.64%
31-03-2020,352.3,340.1,355,328.25,9.95M,5.89%
01-04-2020,343.55,353,355.25,338.4,6.70M,-2.48%
03-04-2020,375.95,343.95,389.8,340,28.55M,9.43%
07-04-2020,417.35,398,422.85,388.3,29.68M,11.01%
08-04-2020,436.7,419,448.75,413.15,27.81M,4.64%
09-04-2020,454.45,454.4,473.9,443.4,31.86M,4.06%
13-04-2020,462.35,462.95,477.9,443.1,30.51M,1.74%
15-04-2020,449.2,474.9,488.5,444.1,32.51M,-2.84%
16-04-2020,463.7,450,467.6,449.2,16.93M,3.23%
17-04-2020,457.1,476.95,476.95,448.45,19.77M,-1.42%
20-04-2020,473.4,457.35,475,450.55,17.89M,3.57%
21-04-2020,473.15,467.85,490.7,464.25,30.02M,-0.05%
22-04-2020,474.35,474.95,482.4,469,13.34M,0.25%
23-04-2020,477.45,476.95,487.85,474.35,13.75M,0.65%
24-04-2020,485.55,476.95,497,473.55,23.39M,1.70%
27-04-2020,489.9,491,504.8,487,19.31M,0.90%
28-04-2020,473.95,495,495.4,470.3,12.85M,-3.26%
29-04-2020,477.65,476,484.95,473.15,10.17M,0.78%
30-04-2020,464.45,484,485,458.4,18.47M,-2.76%
04-05-2020,465.45,464.45,474.5,458,16.10M,0.22%
05-05-2020,456.3,469.8,472.5,454,7.85M,-1.97%
06-05-2020,454.4,459.6,463,448,10.83M,-0.42%
07-05-2020,452.2,462,465.7,450.2,11.22M,-0.48%
08-05-2020,469,460,471.4,454.05,13.69M,3.72%
11-05-2020,463.85,473.7,475.55,461.3,10.29M,-1.10%
12-05-2020,463.9,465,468.8,455.3,9.51M,0.01%
13-05-2020,452.35,469,469.45,450.2,10.01M,-2.49%
14-05-2020,455.95,453,462.95,448.8,11.76M,0.80%
15-05-2020,448.6,455.95,458.9,445.55,7.86M,-1.61%
18-05-2020,440.7,447,454.6,434.25,9.07M,-1.76%
19-05-2020,441.7,443.8,456,438.6,10.13M,0.23%
20-05-2020,455.75,439.9,458.45,437.25,7.97M,3.18%
21-05-2020,466.45,455.5,469,453,8.99M,2.35%
22-05-2020,469.4,467,471.9,458.05,10.19M,0.63%
26-05-2020,459.15,471,475.5,457,9.80M,-2.18%
27-05-2020,450.9,464.9,464.9,443.4,13.25M,-1.80%
28-05-2020,459.1,453.9,461.65,444.7,12.63M,1.82%
29-05-2020,474.25,460,481.6,458,12.66M,3.30%
01-06-2020,465.4,483.5,483.7,458.3,18.56M,-1.87%
02-06-2020,473.1,470,481,468.15,10.98M,1.65%
03-06-2020,476.15,474.95,481.6,473,7.77M,0.64%
04-06-2020,494.85,473,498,472.1,19.10M,3.93%
05-06-2020,494.25,501,511,492.2,22.80M,-0.12%
08-06-2020,489,498.75,498.75,485.05,9.18M,-1.06%
09-06-2020,500.75,492,512.7,492,25.88M,2.40%
10-06-2020,499.15,502.5,507,493.55,10.64M,-0.32%
11-06-2020,473.65,490,493.8,469.1,18.55M,-5.11%
12-06-2020,480.1,455,481.9,455,11.50M,1.36%
15-06-2020,485.8,481,489.4,472.7,10.73M,1.19%
16-06-2020,483.4,489.4,493.5,476.5,11.25M,-0.49%
17-06-2020,485.65,484.15,489.75,479.1,8.22M,0.47%
18-06-2020,484.25,485.65,488.5,483,4.08M,-0.29%
19-06-2020,488.1,486.8,491.95,485.2,8.11M,0.80%
22-06-2020,493.2,492.2,501.2,486,9.20M,1.04%
23-06-2020,500.45,493.2,503,489.5,10.73M,1.47%
24-06-2020,484.4,502,503.4,481,8.57M,-3.21%
25-06-2020,487.65,480.3,492.5,477,6.95M,0.67%
26-06-2020,479.95,490.25,491,472.2,7.49M,-1.58%
29-06-2020,482,475.5,487.35,475,5.73M,0.43%
30-06-2020,472.95,483.4,483.95,469.8,8.34M,-1.88%
01-07-2020,468.15,473.5,475.8,466.15,5.98M,-1.01%
02-07-2020,473,468,474.95,467.95,3.73M,1.04%
03-07-2020,476.85,477,479.35,472,4.67M,0.81%
06-07-2020,480.2,478,481.25,471.4,6.00M,0.70%
07-07-2020,479.25,480,486,476.15,6.79M,-0.20%
08-07-2020,482.5,482.55,488,479.95,6.28M,0.68%
09-07-2020,481.95,484.55,487.2,480.35,3.18M,-0.11%
10-07-2020,493.9,484.65,498.9,483.05,14.90M,2.48%
13-07-2020,499.7,495,501.7,492.3,7.50M,1.17%
14-07-2020,492.1,500,503.9,490.1,7.00M,-1.52%
15-07-2020,495.1,494.2,499.4,492.2,4.71M,0.61%
16-07-2020,499.7,496,505.95,490.6,11.26M,0.93%
17-07-2020,503.6,499.6,509.55,497.35,9.59M,0.78%
20-07-2020,483.8,501.9,501.9,481.6,16.11M,-3.93%
21-07-2020,477.25,488,488.2,475,8.47M,-1.35%
22-07-2020,474.3,479.65,488,471.6,9.85M,-0.62%
23-07-2020,476,477.95,481.85,474.05,5.42M,0.36%
24-07-2020,485.6,490,497.8,481.25,19.81M,2.02%
27-07-2020,475.5,484.85,487.6,469,6.11M,-2.08%
28-07-2020,482.6,475.5,483.75,473.25,5.92M,1.49%
29-07-2020,493,485.7,496.3,484.15,8.53M,2.15%
30-07-2020,509.95,493.2,513.2,487.3,17.54M,3.44%
31-07-2020,531.7,514.25,541,507.5,41.25M,4.27%
03-08-2020,519.4,534.1,540.2,516.8,25.35M,-2.31%
04-08-2020,528.95,522,532.4,517.25,11.95M,1.84%
05-08-2020,528.85,537.9,538,527.05,10.93M,-0.02%
06-08-2020,532.25,533.9,541.45,526.15,10.92M,0.64%
07-08-2020,525.95,532.3,535.45,522.6,7.28M,-1.18%
10-08-2020,543.85,526,550.8,526,16.27M,3.40%
11-08-2020,541.05,548,549.6,535.1,7.77M,-0.51%
12-08-2020,532.15,540.75,540.75,529.75,7.41M,-1.64%
13-08-2020,520.8,532.15,535.95,519.05,8.73M,-2.13%
14-08-2020,531.35,523.5,536,522,11.79M,2.03%
17-08-2020,528.35,536.1,537.5,527,6.66M,-0.56%
18-08-2020,526,531.7,533.9,524.15,5.56M,-0.44%
19-08-2020,525.4,530,532.9,524.35,5.42M,-0.11%
20-08-2020,522.3,524.5,529.9,521.05,4.89M,-0.59%
21-08-2020,532.35,526.55,538.7,524.3,9.83M,1.92%
24-08-2020,533.45,538.65,538.65,528.05,5.68M,0.21%
25-08-2020,525.1,533.6,535.15,523.45,4.41M,-1.57%
26-08-2020,525.15,526.05,530,522.25,5.21M,0.01%
27-08-2020,532.25,528.95,537,524.4,8.56M,1.35%
28-08-2020,555.75,538.1,564.75,534.75,29.02M,4.42%
31-08-2020,520.25,560.65,561,514.05,20.06M,-6.39%
01-09-2020,521.45,521.2,527.65,506.2,13.86M,0.23%
02-09-2020,514.5,523.5,525.6,509.2,9.64M,-1.33%
03-09-2020,523.45,518.55,526.85,512.55,10.05M,1.74%
04-09-2020,512.45,518,530.4,508.25,12.38M,-2.10%
07-09-2020,513.25,516,518.2,504.25,6.32M,0.16%
08-09-2020,501.9,512,517.65,498.65,8.52M,-2.21%
09-09-2020,509.3,497,512.8,493.6,10.53M,1.47%
10-09-2020,507.95,512.7,516.7,503.65,8.57M,-0.27%
11-09-2020,505.55,507,512.35,502.6,5.19M,-0.47%
14-09-2020,495.8,505.55,509,494,8.04M,-1.93%
15-09-2020,506.4,498,512.4,496,11.69M,2.14%
16-09-2020,518.5,510.15,520,503.4,10.08M,2.39%
17-09-2020,512,516.8,521.9,510.5,9.96M,-1.25%
18-09-2020,523.35,517.45,535,515,25.69M,2.22%
21-09-2020,503.65,523.8,528.25,499,9.98M,-3.76%
22-09-2020,508.85,509.5,515,493.6,9.86M,1.03%
23-09-2020,502.9,520.5,521,498.25,10.85M,-1.17%
24-09-2020,485.8,497.5,501.25,483,8.77M,-3.40%
25-09-2020,489.65,496,496,483.85,9.67M,0.79%
28-09-2020,510.1,495,512,488.5,12.22M,4.18%
29-09-2020,506.15,517.85,517.85,504.5,8.59M,-0.77%
30-09-2020,500.45,508,516.2,498.3,12.98M,-1.13%
01-10-2020,506.9,505.1,510.5,501.3,6.73M,1.29%
05-10-2020,523.1,507,525.1,503.8,8.83M,3.20%
06-10-2020,521.05,526,527.6,519,8.54M,-0.39%
07-10-2020,511.75,516.1,522.9,509.2,8.35M,-1.78%
08-10-2020,524.1,514.6,526,511.75,9.39M,2.41%
09-10-2020,512.9,525,529.3,511.05,11.47M,-2.14%
12-10-2020,513.9,514.9,517.35,509.3,7.09M,0.19%
13-10-2020,503.15,514,519.95,501.6,8.85M,-2.09%
14-10-2020,502.2,503.15,507.5,493.3,7.64M,-0.19%
15-10-2020,490.3,504.7,504.7,489,6.61M,-2.37%
16-10-2020,486.9,491,494.75,485.25,9.09M,-0.69%
19-10-2020,483.65,489.95,490.9,480.9,5.16M,-0.67%
20-10-2020,486.35,484.95,488.55,480.4,5.55M,0.56%
21-10-2020,490.2,489,492.2,481.5,7.27M,0.79%
22-10-2020,485.55,491.2,491.4,481.7,6.43M,-0.95%
23-10-2020,484.5,488,494.5,482.9,6.58M,-0.22%
26-10-2020,474.5,487.4,487.4,471.1,6.50M,-2.06%
27-10-2020,470.45,474.6,476.75,467.25,7.69M,-0.85%
28-10-2020,463.4,473,475.75,461.4,7.72M,-1.50%
29-10-2020,456.35,463,464,452.25,8.30M,-1.52%
30-10-2020,465.75,458.65,469,455.85,8.68M,2.06%
02-11-2020,469.4,467.9,471,459.05,7.74M,0.78%
03-11-2020,485.6,472.05,490.6,465.75,16.85M,3.45%
04-11-2020,504.65,499.9,518.25,495.15,48.18M,3.92%
05-11-2020,512.5,508,514,502.5,14.10M,1.56%
06-11-2020,509.15,515,515.75,506.75,9.25M,-0.65%
09-11-2020,510.15,512.5,518,504.45,9.72M,0.20%
10-11-2020,490.9,511,514.25,489,12.77M,-3.77%
11-11-2020,506.05,495,508.35,492,11.75M,3.09%
12-11-2020,509.25,503.95,517.7,502.2,10.91M,0.63%
13-11-2020,508.45,511.95,515.8,504.55,9.50M,-0.16%
17-11-2020,518.4,517,523.4,514.05,12.41M,1.96%
18-11-2020,513,514,518.35,509,6.48M,-1.04%
19-11-2020,507.35,512,516.15,505,6.84M,-1.10%
20-11-2020,503.25,510,512.5,496,7.59M,-0.81%
23-11-2020,512.85,504,516.4,501,8.93M,1.91%
24-11-2020,520.15,513.5,522.75,508.2,9.10M,1.42%
25-11-2020,506.2,521.2,526,504.15,10.67M,-2.68%
26-11-2020,511.7,506,513,502.3,7.49M,1.09%
27-11-2020,511.65,514,520.8,509.2,12.95M,-0.01%
01-12-2020,539.35,518,542.75,512.65,25.39M,5.41%
02-12-2020,544.65,540.9,547,536,14.23M,0.98%
03-12-2020,548.25,550,551.45,541,9.35M,0.66%
04-12-2020,569.05,550,572.9,545.2,16.18M,3.79%
07-12-2020,582.3,570.35,591.5,567.05,21.23M,2.33%
08-12-2020,568.7,582,582,565.8,10.67M,-2.34%
09-12-2020,569.55,571,583.95,566.7,11.14M,0.15%
10-12-2020,565.2,570,574.75,560.1,6.76M,-0.76%
11-12-2020,568.1,567.9,572.95,562,6.97M,0.51%
14-12-2020,576.25,568.35,578.65,568.35,8.58M,1.43%
15-12-2020,571.65,575,580,569,5.90M,-0.80%
16-12-2020,576.6,571,578.5,571,5.14M,0.87%
17-12-2020,571.35,579.5,586.3,569.7,9.03M,-0.91%
18-12-2020,575,574,576.9,568,4.94M,0.64%
21-12-2020,552.55,573.8,585.9,539.7,12.72M,-3.90%
22-12-2020,568.3,553,571.1,540.4,8.01M,2.85%
23-12-2020,574.6,570,576.55,566.1,4.96M,1.11%
24-12-2020,590.45,574.6,595,572.15,7.49M,2.76%
28-12-2020,586.95,599,599.45,584.55,12.30M,-0.59%
29-12-2020,590.6,589.8,596,583.15,7.43M,0.62%
30-12-2020,584,595,595,581.5,5.59M,-1.12%
31-12-2020,592.35,584.65,594.9,582.05,8.84M,1.43%
01-01-2021,596.25,592.5,599.75,585.85,8.23M,0.66%
04-01-2021,604.4,600,609.45,595.2,11.33M,1.37%
05-01-2021,603.45,608.45,608.7,600,7.79M,-0.16%
06-01-2021,605.3,604.1,610.95,596.15,6.42M,0.31%
07-01-2021,601.9,606.05,608,598,4.56M,-0.56%
08-01-2021,620.8,607,622.8,604,11.45M,3.14%
11-01-2021,621,623.7,628,614.05,7.52M,0.03%
12-01-2021,609.65,621,623.9,607.05,6.75M,-1.83%
13-01-2021,602.3,611,614.5,597.25,6.19M,-1.21%
14-01-2021,607.05,602.3,611.65,596.4,6.73M,0.79%
15-01-2021,604.3,609,616.8,598.1,8.39M,-0.45%
18-01-2021,581.45,604.1,607.35,578.45,7.41M,-3.78%
19-01-2021,596.55,586.9,603,583.35,5.50M,2.60%
20-01-2021,594.7,601.2,603.6,592.95,5.18M,-0.31%
21-01-2021,582.9,598,598.75,580.65,4.55M,-1.98%
22-01-2021,575.2,582.9,586.95,570.6,5.59M,-1.32%
25-01-2021,586.4,577.1,594,567,8.15M,1.95%
